Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Dale Ellis,12:00,1,3,.333,1,3,.333,1,2,.500,1,1,2,2,0,0,1,0,4,away,/boxscores/200002050WAS.html
Eddie Robinson,5:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,away,/boxscores/200002050WAS.html
Team Totals,240,33,72,.458,2,15,.133,42,55,.764,7,34,41,24,5,12,5,19,110,away,/boxscores/200002050WAS.html
Juwan Howard,40:00,5,13,.385,0,0,,5,7,.714,4,6,10,1,0,1,3,4,15,home,/boxscores/200002050WAS.html
Tracy Murray,38:00,5,8,.625,1,4,.250,2,2,1.000,0,10,10,3,0,1,1,4,13,home,/boxscores/200002050WAS.html
Mitch Richmond,36:00,8,17,.471,2,5,.400,4,4,1.000,0,4,4,1,2,0,1,2,22,home,/boxscores/200002050WAS.html
Rod Strickland,32:00,8,15,.533,0,0,,4,4,1.000,1,3,4,8,1,0,3,3,20,home,/boxscores/200002050WAS.html
Jahidi White,12:00,0,2,.000,0,0,,0,0,,2,5,7,0,0,0,3,4,0,home,/boxscores/200002050WAS.html
Isaac Austin,28:00,4,8,.500,0,0,,1,2,.500,2,2,4,3,0,1,3,3,9,home,/boxscores/200002050WAS.html
Aaron Williams,20:00,4,8,.500,0,0,,0,2,.000,0,3,3,2,1,2,0,5,8,home,/boxscores/200002050WAS.html
Chris Whitney,16:00,3,7,.429,3,5,.600,4,4,1.000,0,2,2,4,0,1,1,3,13,home,/boxscores/200002050WAS.html
Richard Hamilton,13:00,1,5,.200,0,0,,0,0,,0,0,0,0,0,0,0,3,2,home,/boxscores/200002050WAS.html
Lorenzo Williams,5:00,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,2,0,home,/boxscores/200002050WAS.html
Team Totals,240,38,83,.458,6,14,.429,20,25,.800,10,35,45,22,4,6,15,33,102,home,/boxscores/200002050WAS.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Latrell Sprewell,46:00,5,15,.333,1,2,.500,2,2,1.000,1,5,6,5,0,0,4,4,13,away,/boxscores/200002070CHH.html
Kurt Thomas,42:00,7,11,.636,0,0,,0,0,,3,10,13,0,1,0,1,3,14,away,/boxscores/200002070CHH.html
Patrick Ewing,38:00,6,14,.429,0,0,,3,4,.750,1,9,10,1,2,0,2,4,15,away,/boxscores/200002070CHH.html
Allan Houston,37:00,12,20,.600,1,1,1.000,1,1,1.000,0,1,1,2,0,0,0,1,26,away,/boxscores/200002070CHH.html
Charlie Ward,34:00,3,8,.375,1,6,.167,2,2,1.000,0,5,5,8,0,1,1,3,9,away,/boxscores/200002070CHH.html
John Wallace,15:00,3,6,.500,0,0,,1,2,.500,0,0,0,0,0,0,0,2,7,away,/boxscores/200002070CHH.html
Rick Brunson,14:00,0,2,.000,0,2,.000,1,2,.500,0,1,1,4,0,0,2,1,1,away,/boxscores/200002070CHH.html
Chris Dudley,14:00,0,1,.000,0,0,,0,0,,1,2,3,0,0,1,0,4,0,away,/boxscores/200002070CHH.html
Team Totals,240,36,77,.468,3,11,.273,10,13,.769,6,33,39,20,3,2,10,22,85,away,/boxscores/200002070CHH.html
Eddie Jones,44:00,13,20,.650,5,7,.714,3,4,.750,1,3,4,5,2,0,2,4,34,home,/boxscores/200002070CHH.html
Derrick Coleman,41:00,9,20,.450,3,5,.600,8,8,1.000,1,12,13,2,1,1,1,2,29,home,/boxscores/200002070CHH.html
Elden Campbell,40:00,5,12,.417,0,0,,3,3,1.000,2,6,8,0,0,5,2,2,13,home,/boxscores/200002070CHH.html
David Wesley,39:00,1,10,.100,1,5,.200,2,2,1.000,0,3,3,8,2,0,1,2,5,home,/boxscores/200002070CHH.html
Anthony Mason,38:00,3,6,.500,0,0,,1,1,1.000,3,4,7,7,0,0,1,2,7,home,/boxscores/200002070CHH.html
Dale Ellis,13:00,2,5,.400,1,2,.500,0,0,,1,0,1,1,0,0,1,2,5,home,/boxscores/200002070CHH.html
Baron Davis,13:00,1,3,.333,0,2,.000,0,0,,0,2,2,3,0,0,1,1,2,home,/boxscores/200002070CHH.html
Brad Miller,12:00,0,3,.000,0,0,,0,0,,1,3,4,0,0,2,1,5,0,home,/boxscores/200002070CHH.html
Team Totals,240,34,79,.430,10,21,.476,17,18,.944,9,33,42,26,5,8,10,20,95,home,/boxscores/200002070CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Andre Miller,44:00,4,11,.364,1,2,.500,5,6,.833,0,3,3,12,4,0,4,6,14,away,/boxscores/200002090CHH.html
Wesley Person,41:00,2,9,.222,1,6,.167,0,0,,3,9,12,7,0,0,1,2,5,away,/boxscores/200002090CHH.html
Lamond Murray,37:00,14,25,.560,2,4,.500,1,1,1.000,3,3,6,0,1,0,3,4,31,away,/boxscores/200002090CHH.html
Shawn Kemp,36:00,4,19,.211,0,0,,8,14,.571,3,8,11,3,3,1,5,4,16,away,/boxscores/200002090CHH.html
Mark Bryant,27:00,2,5,.400,0,0,,0,0,,3,2,5,1,0,0,1,2,4,away,/boxscores/200002090CHH.html
Danny Ferry,22:00,5,8,.625,0,1,.000,0,0,,2,1,3,0,0,0,2,2,10,away,/boxscores/200002090CHH.html
Earl Boykins,15:00,3,5,.600,1,1,1.000,0,0,,3,2,5,5,0,1,1,1,7,away,/boxscores/200002090CHH.html
Andrew DeClercq,14:00,4,6,.667,0,0,,0,0,,1,4,5,1,0,1,2,4,8,away,/boxscores/200002090CHH.html
Ryan Stack,4:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,away,/boxscores/200002090CHH.html
Team Totals,240,38,89,.427,5,14,.357,14,21,.667,18,32,50,29,8,3,19,26,95,away,/boxscores/200002090CHH.html
Eddie Jones,43:00,12,19,.632,3,4,.750,5,5,1.000,0,3,3,5,4,1,3,2,32,home,/boxscores/200002090CHH.html
David Wesley,39:00,9,17,.529,1,4,.250,11,12,.917,0,3,3,5,5,0,3,3,30,home,/boxscores/200002090CHH.html
Derrick Coleman,39:00,7,10,.700,0,2,.000,7,9,.778,0,5,5,4,0,6,2,3,21,home,/boxscores/200002090CHH.html
Anthony Mason,34:00,1,6,.167,0,1,.000,0,0,,1,2,3,3,2,1,4,4,2,home,/boxscores/200002090CHH.html
Elden Campbell,31:00,3,8,.375,0,0,,0,0,,0,10,10,2,1,2,3,5,6,home,/boxscores/200002090CHH.html
Baron Davis,17:00,0,3,.000,0,2,.000,1,2,.500,2,4,6,2,1,0,1,2,1,home,/boxscores/200002090CHH.html
Brad Miller,16:00,2,4,.500,0,0,,3,6,.500,2,4,6,0,0,1,0,1,7,home,/boxscores/200002090CHH.html
Chucky Brown,13:00,1,5,.200,0,0,,0,0,,2,1,3,4,0,0,0,0,2,home,/boxscores/200002090CHH.html
Dale Ellis,8:00,1,4,.250,0,2,.000,0,0,,0,0,0,1,1,0,0,0,2,home,/boxscores/200002090CHH.html
Team Totals,240,36,76,.474,4,15,.267,27,34,.794,7,32,39,26,14,11,16,20,103,home,/boxscores/200002090CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Eddie Jones,42:00,8,20,.400,4,8,.500,7,7,1.000,1,3,4,5,5,3,3,1,27,away,/boxscores/200002150PHI.html
Anthony Mason,42:00,5,6,.833,0,0,,5,6,.833,5,7,12,2,0,0,2,2,15,away,/boxscores/200002150PHI.html
David Wesley,41:00,3,12,.250,0,1,.000,0,0,,2,4,6,7,1,0,3,3,6,away,/boxscores/200002150PHI.html
Elden Campbell,36:00,7,17,.412,0,0,,5,8,.625,3,9,12,0,0,0,3,2,19,away,/boxscores/200002150PHI.html
Brad Miller,19:00,3,9,.333,0,0,,0,0,,4,4,8,2,0,0,0,2,6,away,/boxscores/200002150PHI.html
Derrick Coleman,27:00,6,13,.462,0,0,,2,2,1.000,2,5,7,4,0,2,2,2,14,away,/boxscores/200002150PHI.html
Chucky Brown,15:00,2,4,.500,0,0,,0,0,,2,4,6,1,1,0,0,0,4,away,/boxscores/200002150PHI.html
Baron Davis,9:00,1,4,.250,0,1,.000,0,2,.000,0,0,0,2,1,0,2,3,2,away,/boxscores/200002150PHI.html
Eddie Robinson,5:00,0,0,,0,0,,2,2,1.000,1,0,1,0,0,0,0,1,2,away,/boxscores/200002150PHI.html
Dale Ellis,4:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,away,/boxscores/200002150PHI.html
Team Totals,240,35,85,.412,4,10,.400,21,27,.778,20,37,57,23,8,5,16,17,95,away,/boxscores/200002150PHI.html
Allen Iverson,43:00,11,24,.458,2,3,.667,4,8,.500,0,4,4,4,2,0,2,1,28,home,/boxscores/200002150PHI.html
Tyrone Hill,38:00,6,12,.500,0,0,,0,0,,4,10,14,1,2,1,2,5,12,home,/boxscores/200002150PHI.html
George Lynch,35:00,6,10,.600,1,1,1.000,0,0,,3,6,9,3,4,0,0,3,13,home,/boxscores/200002150PHI.html
Theo Ratliff,33:00,4,10,.400,0,0,,4,4,1.000,1,0,1,1,1,5,0,2,12,home,/boxscores/200002150PHI.html
Eric Snow,26:00,2,8,.250,0,0,,0,0,,1,1,2,7,0,0,2,3,4,home,/boxscores/200002150PHI.html
Matt Geiger,22:00,6,12,.500,0,0,,1,2,.500,3,1,4,1,0,0,1,3,13,home,/boxscores/200002150PHI.html
Aaron McKie,18:00,2,5,.400,0,0,,0,0,,0,4,4,5,1,0,3,4,4,home,/boxscores/200002150PHI.html
Bruce Bowen,13:00,1,2,.500,0,0,,1,2,.500,0,1,1,1,1,0,0,2,3,home,/boxscores/200002150PHI.html
Larry Hughes,12:00,2,5,.400,0,0,,0,0,,0,2,2,1,0,0,1,1,4,home,/boxscores/200002150PHI.html
Team Totals,240,40,88,.455,3,4,.750,10,16,.625,12,29,41,24,11,6,11,24,93,home,/boxscores/200002150PHI.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Shaquille O'Neal,43:00,6,17,.353,0,0,,6,9,.667,5,9,14,5,0,1,1,2,18,away,/boxscores/200002160CHH.html
Glen Rice,36:00,8,15,.533,1,2,.500,4,5,.800,1,7,8,1,0,0,1,2,21,away,/boxscores/200002160CHH.html
Kobe Bryant,34:00,9,18,.500,0,1,.000,8,8,1.000,3,4,7,6,0,0,3,3,26,away,/boxscores/200002160CHH.html
A.C. Green,32:00,2,11,.182,0,0,,0,0,,2,3,5,0,2,1,1,1,4,away,/boxscores/200002160CHH.html
Ron Harper,20:00,2,8,.250,0,1,.000,0,0,,0,1,1,3,2,1,1,1,4,away,/boxscores/200002160CHH.html
Derek Fisher,25:00,0,3,.000,0,2,.000,1,2,.500,0,0,0,4,3,0,1,2,1,away,/boxscores/200002160CHH.html
Brian Shaw,17:00,4,8,.500,0,0,,2,2,1.000,1,4,5,3,0,1,1,0,10,away,/boxscores/200002160CHH.html
Robert Horry,17:00,3,6,.500,0,1,.000,0,0,,0,3,3,0,0,2,0,3,6,away,/boxscores/200002160CHH.html
Rick Fox,12:00,0,2,.000,0,1,.000,2,2,1.000,0,2,2,3,0,0,0,0,2,away,/boxscores/200002160CHH.html
Travis Knight,4:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,away,/boxscores/200002160CHH.html
Team Totals,240,34,88,.386,1,8,.125,23,28,.821,12,34,46,25,7,6,9,15,92,away,/boxscores/200002160CHH.html
Eddie Jones,43:00,6,20,.300,0,4,.000,6,6,1.000,2,4,6,4,3,1,2,1,18,home,/boxscores/200002160CHH.html
David Wesley,42:00,4,11,.364,1,3,.333,1,2,.500,0,2,2,8,1,0,5,2,10,home,/boxscores/200002160CHH.html
Derrick Coleman,40:00,8,14,.571,1,3,.333,2,2,1.000,0,7,7,1,2,2,4,4,19,home,/boxscores/200002160CHH.html
Elden Campbell,39:00,2,8,.250,0,1,.000,1,2,.500,1,12,13,0,0,4,1,6,5,home,/boxscores/200002160CHH.html
Anthony Mason,32:00,7,10,.700,0,0,,4,4,1.000,0,5,5,5,0,1,1,4,18,home,/boxscores/200002160CHH.html
Chucky Brown,19:00,2,5,.400,0,1,.000,0,0,,0,3,3,0,0,2,0,1,4,home,/boxscores/200002160CHH.html
Brad Miller,14:00,3,6,.500,0,0,,5,6,.833,3,2,5,0,0,0,0,2,11,home,/boxscores/200002160CHH.html
Baron Davis,11:00,0,3,.000,0,0,,0,0,,1,0,1,1,0,0,0,2,0,home,/boxscores/200002160CHH.html
Team Totals,240,32,77,.416,2,12,.167,19,22,.864,7,35,42,19,6,10,13,22,85,home,/boxscores/200002160CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Lamar Odom,39:00,6,9,.667,1,1,1.000,3,6,.500,2,8,10,6,0,0,2,3,16,away,/boxscores/200002180CHH.html
Troy Hudson,36:00,4,15,.267,1,6,.167,3,4,.750,1,1,2,5,0,0,1,0,12,away,/boxscores/200002180CHH.html
Tyrone Nesby,36:00,3,11,.273,0,2,.000,2,3,.667,2,1,3,5,1,0,0,5,8,away,/boxscores/200002180CHH.html
Michael Olowokandi,34:00,6,14,.429,0,0,,2,2,1.000,2,1,3,0,0,2,1,4,14,away,/boxscores/200002180CHH.html
Brian Skinner,19:00,2,3,.667,0,0,,1,2,.500,1,5,6,0,0,0,2,2,5,away,/boxscores/200002180CHH.html
Maurice Taylor,34:00,9,20,.450,0,0,,4,4,1.000,1,3,4,0,2,0,0,1,22,away,/boxscores/200002180CHH.html
Eric Piatkowski,21:00,2,5,.400,1,1,1.000,0,0,,0,1,1,0,0,0,1,1,5,away,/boxscores/200002180CHH.html
Charles Jones,12:00,1,5,.200,1,4,.250,0,0,,0,0,0,2,1,0,1,3,3,away,/boxscores/200002180CHH.html
Keith Closs,9:00,1,3,.333,0,0,,0,0,,2,1,3,1,0,1,0,0,2,away,/boxscores/200002180CHH.html
Team Totals,240,34,85,.400,4,14,.286,15,21,.714,11,21,32,19,4,3,8,19,87,away,/boxscores/200002180CHH.html
Eddie Jones,31:00,6,10,.600,3,4,.750,1,2,.500,2,3,5,4,0,1,0,1,16,home,/boxscores/200002180CHH.html
Elden Campbell,31:00,6,11,.545,0,0,,3,3,1.000,5,7,12,2,0,0,2,5,15,home,/boxscores/200002180CHH.html
Anthony Mason,31:00,6,10,.600,0,0,,1,1,1.000,1,5,6,6,0,0,1,2,13,home,/boxscores/200002180CHH.html
Derrick Coleman,30:00,7,13,.538,1,1,1.000,2,2,1.000,0,9,9,5,0,0,2,2,17,home,/boxscores/200002180CHH.html
David Wesley,29:00,5,11,.455,1,2,.500,2,2,1.000,0,1,1,4,1,0,1,0,13,home,/boxscores/200002180CHH.html
Baron Davis,19:00,3,7,.429,2,5,.400,2,2,1.000,0,2,2,7,1,1,4,1,10,home,/boxscores/200002180CHH.html
Eddie Robinson,17:00,4,7,.571,0,0,,0,0,,2,2,4,1,1,0,0,0,8,home,/boxscores/200002180CHH.html
Chucky Brown,15:00,3,4,.750,0,0,,0,0,,0,5,5,3,0,0,2,4,6,home,/boxscores/200002180CHH.html
Brad Miller,14:00,1,3,.333,0,0,,0,0,,2,2,4,1,0,1,0,2,2,home,/boxscores/200002180CHH.html
Dale Ellis,12:00,1,5,.200,1,4,.250,0,0,,0,2,2,0,0,0,0,0,3,home,/boxscores/200002180CHH.html
Ricky Davis,8:00,4,4,1.000,0,0,,0,0,,1,0,1,1,1,0,0,0,8,home,/boxscores/200002180CHH.html
Todd Fuller,3:00,2,3,.667,0,0,,0,2,.000,1,0,1,0,0,1,0,0,4,home,/boxscores/200002180CHH.html
Team Totals,240,48,88,.545,8,16,.500,11,14,.786,14,38,52,34,4,4,12,17,115,home,/boxscores/200002180CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Jamal Mashburn,44:00,8,17,.471,3,3,1.000,1,2,.500,1,7,8,3,0,0,0,4,20,away,/boxscores/200002200CHH.html
Tim Hardaway,40:00,7,13,.538,6,8,.750,3,4,.750,1,3,4,12,2,0,1,2,23,away,/boxscores/200002200CHH.html
Alonzo Mourning,40:00,7,18,.389,0,0,,7,10,.700,0,8,8,2,1,3,1,3,21,away,/boxscores/200002200CHH.html
P.J. Brown,33:00,3,13,.231,0,0,,0,0,,5,3,8,2,0,0,3,5,6,away,/boxscores/200002200CHH.html
Dan Majerle,31:00,3,4,.750,3,4,.750,0,0,,0,5,5,3,1,0,0,3,9,away,/boxscores/200002200CHH.html
Voshon Lenard,21:00,0,2,.000,0,1,.000,2,2,1.000,1,1,2,0,0,0,0,1,2,away,/boxscores/200002200CHH.html
Clarence Weatherspoon,17:00,0,3,.000,0,0,,4,8,.500,2,3,5,0,0,1,1,1,4,away,/boxscores/200002200CHH.html
Anthony Carter,8:00,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,away,/boxscores/200002200CHH.html
Otis Thorpe,6:00,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,2,5,0,away,/boxscores/200002200CHH.html
Team Totals,240,28,72,.389,12,16,.750,17,26,.654,10,32,42,23,4,4,8,24,85,away,/boxscores/200002200CHH.html
Eddie Jones,42:00,7,18,.389,3,4,.750,1,1,1.000,1,4,5,6,0,0,3,1,18,home,/boxscores/200002200CHH.html
Anthony Mason,42:00,3,9,.333,0,0,,6,7,.857,0,4,4,7,0,0,0,0,12,home,/boxscores/200002200CHH.html
Elden Campbell,36:00,4,5,.800,0,0,,1,2,.500,0,4,4,0,1,0,1,4,9,home,/boxscores/200002200CHH.html
David Wesley,35:00,4,12,.333,1,3,.333,2,2,1.000,0,5,5,5,0,1,0,2,11,home,/boxscores/200002200CHH.html
Derrick Coleman,34:00,6,14,.429,1,3,.333,3,4,.750,3,9,12,0,0,1,2,6,16,home,/boxscores/200002200CHH.html
Brad Miller,17:00,1,3,.333,0,0,,0,0,,0,1,1,2,0,0,1,3,2,home,/boxscores/200002200CHH.html
Chucky Brown,15:00,1,5,.200,0,0,,0,0,,1,7,8,0,0,0,0,0,2,home,/boxscores/200002200CHH.html
Baron Davis,13:00,1,2,.500,1,1,1.000,4,4,1.000,0,0,0,2,0,0,2,2,7,home,/boxscores/200002200CHH.html
Dale Ellis,6:00,1,1,1.000,1,1,1.000,0,0,,1,1,2,0,0,0,0,0,3,home,/boxscores/200002200CHH.html
Team Totals,240,28,69,.406,7,12,.583,17,20,.850,6,35,41,22,1,2,9,18,80,home,/boxscores/200002200CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Steve Francis,45:00,9,20,.450,4,11,.364,2,3,.667,3,3,6,8,2,0,3,3,24,away,/boxscores/200002220CHH.html
Kenny Thomas,45:00,9,15,.600,2,6,.333,0,0,,4,4,8,3,2,0,3,2,20,away,/boxscores/200002220CHH.html
Hakeem Olajuwon,28:00,3,7,.429,0,0,,0,0,,0,5,5,3,1,2,1,1,6,away,/boxscores/200002220CHH.html
Shandon Anderson,27:00,2,5,.400,0,2,.000,2,2,1.000,0,3,3,4,0,0,0,2,6,away,/boxscores/200002220CHH.html
Walt Williams,24:00,3,7,.429,0,1,.000,3,4,.750,2,4,6,2,0,0,2,2,9,away,/boxscores/200002220CHH.html
Cuttino Mobley,24:00,7,15,.467,1,4,.250,0,0,,0,3,3,1,0,0,0,4,15,away,/boxscores/200002220CHH.html
Carlos Rogers,21:00,3,5,.600,0,0,,0,0,,2,2,4,1,1,0,0,1,6,away,/boxscores/200002220CHH.html
Matt Bullard,20:00,3,7,.429,1,4,.250,0,0,,0,1,1,1,0,0,1,0,7,away,/boxscores/200002220CHH.html
Bryce Drew,6:00,2,2,1.000,0,0,,0,2,.000,1,0,1,2,1,0,0,1,4,away,/boxscores/200002220CHH.html
Team Totals,240,41,83,.494,8,28,.286,7,11,.636,12,25,37,25,7,2,10,16,97,away,/boxscores/200002220CHH.html
Anthony Mason,42:00,5,8,.625,0,0,,2,2,1.000,3,7,10,11,0,0,0,1,12,home,/boxscores/200002220CHH.html
Derrick Coleman,41:00,14,22,.636,3,3,1.000,1,1,1.000,5,7,12,5,0,3,5,4,32,home,/boxscores/200002220CHH.html
Elden Campbell,39:00,7,11,.636,0,0,,0,0,,3,4,7,1,0,1,1,1,14,home,/boxscores/200002220CHH.html
Eddie Jones,38:00,3,13,.231,0,2,.000,3,4,.750,0,4,4,4,3,0,2,1,9,home,/boxscores/200002220CHH.html
David Wesley,33:00,7,11,.636,1,2,.500,6,6,1.000,1,3,4,5,3,0,2,2,21,home,/boxscores/200002220CHH.html
Chucky Brown,22:00,4,11,.364,0,0,,2,2,1.000,2,4,6,3,0,1,0,1,10,home,/boxscores/200002220CHH.html
Baron Davis,17:00,0,5,.000,0,2,.000,2,2,1.000,1,3,4,1,0,0,1,3,2,home,/boxscores/200002220CHH.html
Dale Ellis,8:00,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,0,0,2,home,/boxscores/200002220CHH.html
Team Totals,240,41,83,.494,4,9,.444,16,17,.941,15,32,47,30,7,5,11,13,102,home,/boxscores/200002220CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Tim Duncan,39:00,6,23,.261,0,0,,3,5,.600,1,11,12,1,1,0,1,3,15,away,/boxscores/200002240CHH.html
David Robinson,36:00,5,17,.294,0,0,,6,7,.857,2,8,10,3,2,3,2,1,16,away,/boxscores/200002240CHH.html
Avery Johnson,35:00,1,9,.111,0,0,,0,0,,2,2,4,7,1,0,3,1,2,away,/boxscores/200002240CHH.html
Mario Elie,33:00,2,4,.500,0,0,,0,0,,0,2,2,1,0,0,1,2,4,away,/boxscores/200002240CHH.html
Jerome Kersey,22:00,1,5,.200,0,0,,0,0,,1,4,5,0,0,0,0,3,2,away,/boxscores/200002240CHH.html
Terry Porter,21:00,3,4,.750,1,1,1.000,2,2,1.000,0,3,3,6,0,0,0,1,9,away,/boxscores/200002240CHH.html
Antonio Daniels,16:00,4,4,1.000,1,1,1.000,0,0,,0,1,1,1,1,0,2,1,9,away,/boxscores/200002240CHH.html
Malik Rose,15:00,2,4,.500,0,0,,1,1,1.000,0,1,1,1,0,0,2,3,5,away,/boxscores/200002240CHH.html
Samaki Walker,12:00,4,4,1.000,0,0,,0,0,,1,3,4,0,0,0,0,2,8,away,/boxscores/200002240CHH.html
Jaren Jackson,11:00,1,1,1.000,0,0,,0,0,,0,0,0,0,1,0,0,1,2,away,/boxscores/200002240CHH.html
Team Totals,240,29,75,.387,2,2,1.000,12,15,.800,7,35,42,20,6,3,11,18,72,away,/boxscores/200002240CHH.html
Eddie Jones,44:00,6,18,.333,2,6,.333,3,3,1.000,2,4,6,4,2,0,1,1,17,home,/boxscores/200002240CHH.html
Derrick Coleman,41:00,7,19,.368,1,3,.333,4,8,.500,2,18,20,3,0,0,4,5,19,home,/boxscores/200002240CHH.html
Anthony Mason,38:00,2,6,.333,0,0,,2,2,1.000,1,6,7,6,0,0,2,3,6,home,/boxscores/200002240CHH.html
David Wesley,33:00,4,11,.364,1,4,.250,0,0,,0,3,3,3,2,0,1,2,9,home,/boxscores/200002240CHH.html
Elden Campbell,33:00,4,12,.333,0,0,,0,0,,1,4,5,1,1,2,2,3,8,home,/boxscores/200002240CHH.html
Chucky Brown,22:00,4,8,.500,0,0,,0,0,,2,2,4,1,1,0,1,1,8,home,/boxscores/200002240CHH.html
Baron Davis,15:00,0,1,.000,0,0,,0,0,,1,2,3,5,0,0,0,2,0,home,/boxscores/200002240CHH.html
Dale Ellis,10:00,1,3,.333,1,3,.333,0,0,,0,1,1,0,0,0,0,0,3,home,/boxscores/200002240CHH.html
Ricky Davis,4:00,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,0,0,home,/boxscores/200002240CHH.html
Team Totals,240,28,78,.359,5,16,.313,9,13,.692,10,40,50,24,6,2,11,17,70,home,/boxscores/200002240CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Eddie Jones,40:00,10,18,.556,3,6,.500,0,0,,2,4,6,5,3,0,3,1,23,away,/boxscores/200002260NJN.html
Derrick Coleman,39:00,5,16,.313,2,4,.500,12,15,.800,3,7,10,3,2,2,4,2,24,away,/boxscores/200002260NJN.html
Elden Campbell,36:00,7,16,.438,0,0,,2,2,1.000,3,6,9,1,0,1,1,6,16,away,/boxscores/200002260NJN.html
David Wesley,36:00,4,11,.364,0,3,.000,0,1,.000,2,4,6,7,0,0,4,2,8,away,/boxscores/200002260NJN.html
Dale Ellis,9:00,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0,away,/boxscores/200002260NJN.html
Anthony Mason,28:00,0,2,.000,0,0,,6,6,1.000,3,2,5,4,0,0,1,1,6,away,/boxscores/200002260NJN.html
Chucky Brown,17:00,3,6,.500,0,0,,1,2,.500,1,3,4,1,1,0,0,3,7,away,/boxscores/200002260NJN.html
Eddie Robinson,14:00,2,5,.400,0,0,,0,0,,0,1,1,0,0,1,2,0,4,away,/boxscores/200002260NJN.html
Baron Davis,12:00,2,5,.400,0,1,.000,1,1,1.000,0,0,0,1,1,0,1,4,5,away,/boxscores/200002260NJN.html
Ricky Davis,5:00,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,0,0,away,/boxscores/200002260NJN.html
Todd Fuller,4:00,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,1,0,away,/boxscores/200002260NJN.html
Team Totals,240,33,82,.402,5,15,.333,22,27,.815,14,31,45,24,7,4,17,22,93,away,/boxscores/200002260NJN.html
Stephon Marbury,41:00,7,15,.467,1,2,.500,6,8,.750,0,5,5,15,5,0,2,1,21,home,/boxscores/200002260NJN.html
Kendall Gill,38:00,9,17,.529,0,0,,5,6,.833,2,7,9,4,3,2,2,4,23,home,/boxscores/200002260NJN.html
Keith Van Horn,37:00,12,16,.750,2,3,.667,3,4,.750,3,8,11,1,2,2,4,3,29,home,/boxscores/200002260NJN.html
Kerry Kittles,30:00,5,17,.294,0,2,.000,3,4,.750,2,1,3,3,1,0,0,4,13,home,/boxscores/200002260NJN.html
Jim McIlvaine,27:00,2,4,.500,0,0,,0,0,,2,3,5,1,0,2,0,5,4,home,/boxscores/200002260NJN.html
Johnny Newman,21:00,1,5,.200,0,1,.000,1,2,.500,0,0,0,0,3,0,1,4,3,home,/boxscores/200002260NJN.html
Jamie Feick,17:00,3,3,1.000,0,0,,3,3,1.000,2,4,6,0,0,1,0,0,9,home,/boxscores/200002260NJN.html
Lucious Harris,14:00,0,3,.000,0,1,.000,0,0,,0,2,2,2,1,0,2,0,0,home,/boxscores/200002260NJN.html
Scott Burrell,11:00,0,2,.000,0,1,.000,0,0,,0,2,2,1,0,1,0,3,0,home,/boxscores/200002260NJN.html
Evan Eschmeyer,4:00,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,1,2,home,/boxscores/200002260NJN.html
Team Totals,240,40,83,.482,3,10,.300,21,27,.778,12,32,44,27,15,8,12,25,104,home,/boxscores/200002260NJN.html
